industria_io,tipo,anno,K_corrente,K_2012,I_corrente,I_2012,D_corrente,D_2012,K_inizio_2012,altre_variazioni_2012,delta,altre_variazioni_rel
111CA,E,2011,208803,210815.1004,35925,36562.64626,28706,29207.30601,,,,
111CA,E,2012,226602,226602,46648,46647,30931,30931,210815.1004,70.89955683,0.1467209888,0.0003363115672
111CA,E,2013,249857,247042.3446,54325,53931.29386,33835,33594.01772,226602,103.0684175,0.1482511969,0.0004548433709
111CA,E,2014,272805,267241.2247,57856,56664.84737,37313,36557.59513,247042.3446,91.62786501,0.1479810888,0.0003708994309
111CA,E,2015,275638,269134.9078,41147,40058.88513,39184,38183.68337,267241.2247,18.4813358,0.1428809624,6.915600624e-05
111CA,E,2016,270427,262159.769,31912,30898.84307,39013,37853.09189,269134.9078,-20.88991435,0.1406472769,-7.761874715e-05
111CA,N,2011,59,56.86190476,43,41.38461538,39,37.35483871,,,,
111CA,N,2012,67,67,53,53,41,41,56.86190476,-1.861904762,0.7210451386,-0.03274432627
111CA,N,2013,75,77.07619048,56,58.8974359,47,48.96774194,67,0.1464965142,0.7308618199,0.002186515138
111CA,N,2014,85,90.68571429,68,72.69230769,54,56.93548387,77.07619048,-2.147300012,0.7386909436,-0.02785944659
111CA,N,2015,78,83.94761905,50,55.53846154,55,60.41935484,90.68571429,-1.857201938,0.6662499746,-0.02047954248
111CA,N,2016,73,81.74285714,49,55.53846154,52,58.09677419,83.94761905,0.3535507503,0.6920598208,0.004211563762
111CA,S,2011,246974,253487.8801,7337,7605.135412,5959,6054.822239,,,,
111CA,S,2012,255724,255724,8364,8364,6117,6117,253487.8801,-10.88005928,0.02413133124,-4.29214181e-05
111CA,S,2013,273302,258342.5764,9097,8797.736236,6459,6189.521665,255724,10.36186256,0.02420391385,4.051971092e-05
111CA,S,2014,290481,263665.0356,12387,11612.15754,6920,6302.913674,258342.5764,13.21531334,0.02439750258,5.115422134e-05
111CA,S,2015,300147,265462.4657,8969,8223.485611,7248,6409.393447,263665.0356,-16.66206366,0.02430884866,-6.319405839e-05
111CA,S,2016,317464,267129.1136,8829,8180.099923,7584,6471.799463,265462.4657,-41.65261011,0.02437933908,-0.000156905836
113FF,E,2011,33502,33957.36731,5683,5797.038513,4354,4447.081966,,,,
113FF,E,2012,35251,35251,5892,5892,4604,4604,33957.36731,5.632690854,0.1355817711,0.0001658753696
113FF,E,2013,36579,36235.18402,5761,5702.304744,4772,4728.140242,35251,10.0195213,0.134127833,0.0002842336756
113FF,E,2014,38890,38154.49651,6965,6803.213117,5006,4901.12974,36235.18402,17.2291129,0.1352588616,0.0004754802098
113FF,E,2015,40220,39395.16712,6498,6314.001207,5225,5090.145032,38154.49651,16.81443006,0.1334087853,0.0004406932758
113FF,E,2016,43258,42070.36096,8244,7974.332108,5491,5334.472214,39395.16712,35.33394323,0.1354093054,0.0008969106064
113FF,N,2011,140,135.3743207,80,77.42524917,93,91.31680162,,,,
113FF,N,2012,120,120,65,65,81,81,135.3743207,0.6256793478,0.5983409528,0.004621846631
113FF,N,2013,119,120.5461957,73,75.71428571,73,75.13461538,120,-0.0334746775,0.6261217949,-0.0002789556458
113FF,N,2014,146,151.3654891,109,114.6760797,78,82.74392713,120.5461957,-1.11285913,0.6864084485,-0.009231806317
113FF,N,2015,170,178.6440217,117,126.7358804,90,98.32388664,151.3654891,-1.13346115,0.6495792879,-0.007488240264
113FF,N,2016,253,269.5339674,205,225.9302326,119,131.7095142,178.6440217,-3.330772736,0.7372735616,-0.01864474783
113FF,S,2011,18247,18683.30894,501,516.9395149,451,464.2129456,,,,
113FF,S,2012,18602,18602,389,389,465,465,18683.30894,-5.308939492,0.02488852491,-0.0002841541351
113FF,S,2013,19035,18470.66186,341,333.4636079,475,464.3070284,18602,-0.4947145118,0.02496005959,-2.659469476e-05
113FF,S,2014,19730,18698.69156,732,695.1687904,491,464.3479202,18470.66186,-2.791176699,0.02513975534,-0.0001511140597
113FF,S,2015,20149,18891.71726,713,664.4773069,508,469.8084088,18698.69156,-1.643201081,0.02512520233,-8.787786436e-05
113FF,S,2016,20643,19049.21142,693,637.1148043,517,478.7031754,18891.71726,-0.917469305,0.02533931505,-4.856463246e-05
211,E,2011,53505,54152.60434,8817,9018.760878,7055,7199.059891,,,,
211,E,2012,57402,57402,10867,10867,7648,7648,54152.60434,30.39565561,0.1412305113,0.0005612962844
211,E,2013,63243,62923.21188,13975,13874.27425,8437,8383.71538,57402,30.65300526,0.1460526703,0.0005340058754
211,E,2014,65378,64697.38075,10904,10752.39056,9110,8991.978459,62923.21188,13.75676118,0.1429039966,0.000218627765
211,E,2015,64675,64497.43536,9030,8923.401629,9228,9126.664606,64697.38075,3.317594904,0.1410669876,5.127865867e-05
211,E,2016,58555,58503.04233,2693,2684.279926,8670,8649.576351,64497.43536,-29.09661208,0.1341072913,-0.0004511282025
211,N,2011,8686,8744.039609,2464,2470.933581,2137,2133.694234,,,,
211,N,2012,9154,9154,2616,2616,2205,2205,8744.039609,-1.039608538,0.2521717763,-0.000118893393
211,N,2013,10113,9863.554018,3082,3085.12169,2369,2373.710399,9154,-1.857273262,0.2593085426,-0.0002028919884
211,N,2014,10688,10313.29294,2980,2939.775557,2505,2491.798335,9863.554018,1.761697325,0.252626825,0.0001786067499
211,N,2015,11347,11029.65494,3323,3235.76695,2549,2518.357352,10313.29294,-1.047595137,0.2441855737,-0.0001015771726
211,N,2016,12213,11627.72,3177,3083.763914,2505,2487.827858,11029.65494,2.129001099,0.225558086,0.0001930251772
211,S,2011,1411745,1464481.286,118954,130924.6067,96779,106568.6453,,,,
211,S,2012,1504636,1504636,149235,149235,108913,108913,1464481.286,-167.2858783,0.07436967686,-0.0001142287579
211,S,2013,1611417,1540409.809,147400,147582.2229,111518,111666.4367,1504636,-141.977237,0.07421491755,-9.435985644e-05
211,S,2014,1841584,1585768.224,178697,160089.1391,128233,114542.8947,1540409.809,-187.8296398,0.07435871548,-0.0001219348505
211,S,2015,1736555,1580509.272,125534,110517.4288,132083,115837.4986,1585768.224,61.11783732,0.07304819004,3.854146931e-05
211,S,2016,1666309,1529150.027,66611,61880.72014,122429,113508.3185,1580509.272,268.3540958,0.07181755941,0.0001697896372
212,E,2011,42772,43683.10231,9901,10196.88417,6032,6206.321747,,,,
212,E,2012,48591,48591,11872,11872,7009,7009,43683.10231,44.89768715,0.1604510584,0.001027804455
212,E,2013,49324,49197.16181,8184,8111.787737,7582,7512.204409,48591,6.578479514,0.154600737,0.000135384732
212,E,2014,49780,49300.80092,7809,7685.984901,7707,7582.972776,49197.16181,0.626991179,0.1541343544,1.274445834e-05
212,E,2015,48486,48374.1223,6699,6594.74301,7640,7506.788147,49300.80092,-14.63348928,0.1522650344,-0.0002968205183
212,E,2016,45447,45336.93242,4193,4167.336635,7258,7176.421042,48374.1223,-28.10546774,0.1483524806,-0.0005810021228
212,N,2011,1375,1383.163222,394,394.3927651,321,320.2405732,,,,
212,N,2012,1459,1459,436,436,358,358,1383.163222,-2.163221914,0.2588270092,-0.001563967202
212,N,2013,1521,1482.487889,395,396.7858845,373,373.7594268,1459,0.4614317976,0.2561750698,0.0003162657969
212,N,2014,1571,1514.069691,405,401.3330055,369,368.0497738,1482.487889,-1.70143051,0.2482649446,-0.001147685942
212,N,2015,1645,1597.986285,462,451.8813653,372,367.1674208,1514.069691,-0.7973504469,0.2425036463,-0.000526627309
212,N,2016,1780,1697.824193,480,471.4616659,372,371.4087481,1597.986285,-0.2150094108,0.2324229887,-0.0001345502229
212,S,2011,108328,110772.1479,11752,11944.99285,4206,4276.145445,,,,
212,S,2012,116743,116743,10443,10443,4567,4567,110772.1479,94.85213021,0.04122877535,0.0008562814031
212,S,2013,128310,121868.2818,10270,9852.859353,5003,4806.092779,116743,78.51520672,0.04116814523,0.000672547448
212,S,2014,136902,125396.4777,9279,8487.115898,5460,4996.978799,121868.2818,38.05881893,0.04100311193,0.0003122947036
212,S,2015,145789,130107.7426,11039,9837.129127,5823,5165.94781,125396.4777,40.08362183,0.04119691322,0.0003196550857
212,S,2016,152025,130369.152,6431,5530.618792,6145,5265.341374,130107.7426,-3.868075339,0.0404690856,-2.972978595e-05
213,E,2011,70764,71603.72302,17074,17504.28286,8441,8624.023861,,,,
213,E,2012,81495,81495,20060,20060,10237,10237,71603.72302,68.27698329,0.1429674264,0.0009535395705
213,E,2013,86351,85875.47085,15960,15847.06427,11564,11495.39688,81495,28.80345699,0.1410564682,0.0003534383336
213,E,2014,93175,92109.03586,18854,18580.28188,12556,12386.81046,85875.47085,40.09359367,0.1442415434,0.000466880627
213,E,2015,90825,90307.14836,11130,10958.38965,12934,12755.72504,92109.03586,-4.552109414,0.1384850565,-4.942087789e-05
213,E,2016,83039,82619.91402,4386,4350.713261,12074,11995.60082,90307.14836,-42.34678085,0.1328311328,-0.0004689194778
213,N,2011,1963,1947.26701,1067,1045.179037,685,671.3557782,,,,
213,N,2012,2340,2340,1269,1269,871,871,1947.26701,-5.267009908,0.4472935635,-0.00270482162
213,N,2013,2445,2430.017514,1058,1070.41965,968,981.817235,2340,1.415098816,0.419580015,0.0006047430837
213,N,2014,2598,2586.922816,1152,1173.360366,992,1017.327958,2430.017514,0.8728935675,0.4186504633,0.0003592128709
213,N,2015,2473,2477.955831,859,874.9739214,955,988.380673,2586.922816,4.439766957,0.3820680953,0.001716234798
213,N,2016,2230,2201.954262,551,555.176511,801,835.5891536,2477.955831,4.411073818,0.3372090588,0.001780126087
213,S,2011,52209,53887.16062,4302,4546.687916,3105,3399.235361,,,,
213,S,2012,53490,53490,2915,2915,3329,3329,53887.16062,16.83937654,0.06177723898,0.000312493298
213,S,2013,59836,57482.14883,7392,7328.934088,3347,3342.702858,53490,5.917600586,0.06249210802,0.0001106300353
213,S,2014,67634,60151.02501,6598,6100.205705,3824,3448.471405,57482.14883,17.14188289,0.05999204058,0.000298212284
